ResponseId,lgo_1,lgo_2,lgo_3,lgo_4,lgo_5,ppgo_1,ppgo_2,ppgo_3,ppgo_4,pago_1,pago_2,pago_3,pago_4,ti_go_First Click,ti_go_Last Click,ti_go_Page Submit,ti_go_Click Count,leadid_1,leadid_2,leadid_3,leadid_4,senpow_1,senpow_2,senpow_3,senpow_4,senpow_5,senpow_6,senpow_7,senpow_8,ti_senpow_First Click,ti_senpow_Last Click,ti_senpow_Page Submit,ti_senpow_Click Count,trpr_1,trpr_2,trpr_3,trpr_4,trpr_5,trpr_6,trpr_7,trpr_8,ti_trpr_First Click,ti_trpr_Last Click,ti_trpr_Page Submit,ti_trpr_Click Count,gsel_1,gsel_2,gsel_3,gsel_4,gsel_5,gsel_6,ti_gsel_First Click,ti_gsel_Last Click,ti_gsel_Page Submit,ti_gsel_Click Count,loco_1,loco_2,loco_3,loco_4,loco_5,loco_6,loco_7,loco_8,loco_9,loco_10,loco_11,loco_12,assess_1,assess_2,assess_3,assess_4,assess_5,assess_6,assess_7,assess_8,assess_9,assess_10,assess_11,assess_12,ti_regfoc_First Click,ti_regfoc_Last Click,ti_regfoc_Page Submit,ti_regfoc_Click Count,claim_1,claim_2,claim_3,claim_4,claim_5,grant_1,grant_2,grant_3,grant_4,grant_5,ti_clagra_First Click,ti_clagra_Last Click,ti_clagra_Page Submit,ti_clagra_Click Count,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,extra_7,extra_8,extra_9,extra_10,ti_extra_First Click,ti_extra_Last Click,ti_extra_Page Submit,ti_extra_Click Count,pace_1,ti_pace_First Click,ti_pace_Last Click,ti_pace_Page Submit,ti_pace_Click Count,grw_1,fix_1,grw_2,fix_2,fix_3,grw_3,grw_4,fix_4,ti_ent_First Click,ti_ent_Last Click,ti_ent_Page Submit,ti_ent_Click Count,impos_1,impos_2,impos_3,impos_4,impos_5,ti_impos_First Click,ti_impos_Last Click,ti_impos_Page Submit,ti_impos_Click Count,ti_pdo_First Click,ti_pdo_Last Click,ti_pdo_Page Submit,ti_pdo_Click Count,pdo_1,pdo_2,pdo_3,pdo_4,pdo_5,pdo_6,pdo_7,pdo_8,checkis5,sstatus_1,sstatus_2,sstatus_3,sstatus_4,sstatus_5,ti_sstat_First Click,ti_sstat_Last Click,ti_sstat_Page Submit,ti_sstat_Click Count,pas_1,pas_2,pas_3,pas_4,pas_5,pas_6,pas_7,pas_8,pas_9,pas_10,nas_1,nas_2,nas_3,nas_4,nas_5,nas_6,nas_7,nas_18,nas_9,nas_10,ti_panas_First Click,ti_panas_Last Click,ti_panas_Page Submit,ti_panas_Click Count,gse_1,gse_2,gse_3,gse_4,gse_5,gse_6,gse_7,gse_8,ti_gse_First Click,ti_gse_Last Click,ti_gse_Page Submit,ti_gse_Click Count,voieff_1,voieff_2,voieff_3,voieff_4,voieff_5,voieff_6,ti_voieff_First Click,ti_voieff_Last Click,ti_voieff_Page Submit,ti_voieff_Click Count,creaid_1,creaid_2,creaid_3,crse_1,crse_2,crse_3,ti_crse_First Click,ti_crse_Last Click,ti_crse_Page Submit,ti_crse_Click Count,sdes_1,sdes_2,sdes_3,sdes_4,sdes_5,sdes_6,sdes_7,sdes_8,sdes_9,sdes_10,checkis6,ti_sdes_First Click,ti_sdes_Last Click,ti_sdes_Page Submit,ti_sdes_Click Count,male,age,firstgen,wei,tall_1,tall_2,race,engl,lang,gpa,predi1,predi2_1,predi2_2,wexp,supexp,exc,ppo,soft,regr,corr,mmed,Sections
R_3fjyGtwkwuR8Bto,5,5,5,5,4,3,4,5,4,5,2,4,5,11.629,82.682,84.659,16,4,5,4,3,6,3,5,2,5,4,3,4,11.237,53.292,57.492,9,5,2,4,3,2,4,5,4,7.126,42.735,44.134,11,3,4,3,4,3,5,11.907,25.403,27.268,6,5,2,4,4,4,4,4,4,5,5,5,4,2,4,4,3,5,5,4,3,5,5,2,6,6.777,119.004,120.401,28,5,5,5,5,5,5,5,5,5,5,3.874,41.799,43.863,11,5,4,2,4,3,2,3,3,4,4,7.373,58.273,59.448,12,4,22.198,22.198,23.027,1,5,3,5,4,2,6,5,3,9.304,70.5,71.677,15,4,2,4,4,4,12.635,35.737,37.274,7,3.619,87.243,88.964,10,2,5,5,4,2,4,2,5,5,4,3,4,3,4,8.518,19.553,20.825,5,3,3,3,3,2,4,5,3,3,4,1,1,1,1,2,1,1,1,3,1,8.936,55.906,57.514,24,6,5,6,5,6,6,6,6,7.06,35.505,40.349,10,5,5,4,6,5,5,11.794,35.356,37.147,8,5,3,5,5,6,4,9.73,31.822,33.192,6,5,4,4,4,3,2,5,5,4,6,6,9.266,63.389,64.423,15,1,19,0,160,5,8,"1,2",4,1,3.5,60,5,3,2,0,2,2,2,2,2,2,Spring 2025 OBHR 33000-005 LEC
R_11kFmijeyrh6bL3,5,5,2,3,5,2,6,6,6,2,5,6,5,16.547,141.278,142.441,17,5,5,5,3,6,3,4,5,5,3,3,3,3.278,10.666,12.305,8,5,6,2,3,5,4,5,5,5.478,18.642,25.789,9,3,3,4,5,5,5,16.587,48.511,50.37,6,3,1,6,5,5,5,7,6,2,6,5,4,1,5,2,7,3,5,6,3,5,1,1,5,12.296,171.383,173.008,28,5,2,5,3,6,5,5,5,5,3,1.829,22.508,24.951,11,5,2,2,6,5,6,2,6,6,6,6.121,29.17,31.191,12,4,15.158,15.158,19.276,1,6,6,5,5,6,6,5,5,8.919,18.222,19.419,10,3,3,6,5,5,7.508,12.193,14.03,5,42.344,127.764,142.48,12,1,3,1,1,1,2,1,1,5,2,2,5,2,3,6.42,22.11,23.935,6,2,2,3,2,1,1,3,1,2,1,1,2,1,1,1,2,1,1,1,1,115.961,160.322,162.363,21,6,5,3,6,3,5,6,2,3.946,10.43,12.417,8,5,5,5,5,5,5,18.577,27.026,28.571,6,6,2,6,6,5,4,11.465,58.463,61.35,6,2,3,3,3,4,3,5,6,5,5,6,19.438,84.999,87.891,11,0,19,0,116,5,5,4,3,2,3.7,60,6,5,2,2,1,5,1,1,1,1,Spring 2025 OBHR 33000-008 LEC
R_74ILQLM8rmz0xAB,7,7,7,5,7,7,7,7,7,5,4,4,6,11.715,160.022,161.381,13,7,7,7,7,6,2,6,6,7,2,2,2,7.578,25.001,26.032,8,2,2,5,6,2,3,3,5,91.847,131.721,132.492,9,2,5,6,6,6,5,11.358,26.934,28.1,6,6,6,6,6,6,6,6,7,1,7,7,7,1,7,7,5,1,7,7,7,7,7,1,7,7.49,94.081,95.999,24,7,7,7,7,7,7,7,7,7,7,6.115,30.726,31.846,10,7,7,5,1,1,7,1,1,7,1,6.739,39.361,39.965,13,1,15.6,15.6,16.347,1,1,1,2,1,1,3,5,3,13.071,53.602,54.417,9,5,6,3,3,5,7.578,30.127,31.372,5,18.183,89.715,90.46,11,1,5,1,1,2,1,1,1,5,6,6,6,6,6,4.931,11.881,14.023,5,2,3,5,5,2,2,4,4,2,2,3,3,4,5,5,5,2,4,3,4,21.191,65.099,65.934,20,7,7,7,7,6,7,7,7,80.397,99.281,100.033,8,7,7,7,7,7,7,8.855,24.886,26.2,6,5,3,5,6,6,5,146.21,157.395,158.202,6,7,3,6,6,1,7,1,5,6,6,6,8.903,62.358,63.961,12,0,26,1,130,5,6,8,4,1,4,4,6,6,11,11,4,4,1,1,1,1,Spring 2025 OBHR 33000-005 LEC
R_5jcAR7EoqD7zHZD,5,5,5,6,4,1,4,4,5,2,3,4,3,4.306,65.319,66.998,15,5,5,4,5,5,4,4,4,5,3,3,4,3.548,21.945,23.948,8,4,5,4,5,5,6,4,4,3.341,22.222,23.59,9,3,5,5,5,4,5,4.253,16.805,18.487,6,5,4,6,6,6,5,5,5,2,5,4,5,5,3,4,5,5,5,4,4,5,3,3,3,3.078,95.973,98.431,25,6,6,6,6,6,4,4,4,5,5,2.779,31.384,32.737,11,6,3,1,4,4,4,5,6,7,3,5.305,36.325,37.702,11,4,16.422,16.422,19.603,1,5,3,5,3,1,6,7,3,19.264,46.236,51.538,11,4,3,3,3,5,12.101,29.99,31.767,5,21.815,59.239,60.824,9,2,4,2,2,1,5,2,1,5,3,4,5,4,3,7.573,17.932,19.155,7,4,4,5,5,4,4,5,4,4,4,1,1,1,3,2,1,1,2,1,1,7.104,77.168,78.813,20,5,5,5,5,5,5,5,5,17.494,32.267,33.822,8,5,5,4,5,5,5,10.722,28.177,29.46,6,5,4,4,5,5,4,5.321,17.97,18.638,7,5,6,4,3,3,2,2,4,4,4,6,5.309,65.87,88.006,12,1,18,0,155,6,1,1,4,1,2.6,60,5,5,4,1,2,2,2,2,2,2,Spring 2025 OBHR 33000-008 LEC
R_3wEW1q7qN5Qec07,7,7,6,7,6,2,7,5,6,2,1,3,2,11.641,68.19,71.588,17,7,5,5,3,5,2,6,4,6,2,3,3,6.518,28.276,30.645,10,6,7,2,3,7,7,7,3,4.627,28.258,29.425,10,2,6,3,6,6,6,5.497,27.771,28.6,9,7,5,7,6,5,3,6,5,2,5,6,5,2,7,7,6,2,7,5,6,4,2,1,5,4.02,85.724,86.913,27,6,6,7,7,7,5,5,5,5,5,2.317,27.458,31.22,10,6,2,2,1,6,7,7,5,7,3,3.108,35.209,36.632,12,2,10.726,10.726,15.943,1,6,2,6,2,2,6,6,2,4.507,31.252,33.275,8,5,5,6,4,5,5.379,37.636,39.375,9,5.814,77.65,80.963,15,2,3,2,1,3,5,2,5,5,4,4,4,4,4,3.501,14.036,15.046,6,5,4,5,5,4,3,3,5,4,5,2,1,1,1,4,2,1,2,1,1,9.256,46.793,47.404,21,6,7,6,7,6,6,5,7,13.917,32.127,34.263,9,6,7,6,6,6,6,3.695,38.689,39.802,9,6,1,7,6,7,6,1.965,19.17,21.051,9,6,6,6,3,3,2,2,2,7,7,6,6.819,75.504,79.267,13,0,19,0,120,5,0,4,3,2,2.73,70,5,2,1,2,3,4,2,1,3,1,Spring 2025 OBHR 33000-005 LEC
R_3kh78RRMtoOE9GT,6,6,5,5,4,3,4,6,5,6,2,5,6,21.344,153.299,154.656,21,4,4,4,4,5,2,6,3,5,3,3,3,8.036,32.482,33.43,11,6,6,4,3,6,6,6,2,3.018,18.044,18.889,10,5,4,3,5,5,5,5.405,20.022,20.98,7,5,2,6,5,5,6,5,3,3,7,4,4,1,5,5,7,7,7,6,6,6,2,1,5,2.835,64.903,65.702,27,6,5,5,6,5,6,6,6,6,6,3.109,26.226,27.286,13,5,4,2,2,5,5,6,6,5,2,3.477,22.676,23.638,10,4,17.055,17.755,19.667,2,7,1,7,2,1,7,7,2,3.988,31.692,32.787,10,7,7,6,6,7,3.518,15.647,16.382,7,4.092,37.904,38.385,13,2,5,2,2,2,2,2,4,5,3,4,4,3,4,8.358,12.723,15.714,5,4,5,4,4,4,4,5,5,3,4,4,3,2,3,3,4,1,1,2,1,6.574,50.766,51.585,25,6,4,5,6,5,5,3,4,5.159,23.665,24.43,8,5,3,5,5,5,5,5.403,15.344,16.347,7,2,6,2,2,2,2,2.988,13.702,14.402,6,7,6,6,6,5,5,3,2,3,3,6,3.922,49.025,50.07,12,0,19,0,143,5,7,1,4,1,3.43,40,6,3,3,1,4,3,2,1,1,1,Spring 2025 OBHR 33000-006 LEC
R_5LbpgljUCaCS1d9,7,6,7,7,4,2,3,5,2,3,2,3,4,14.748,128.156,129.378,13,4,6,7,4,6,2,7,4,6,4,2,2,6.185,54.314,56.141,8,7,6,2,4,7,7,7,1,11.499,59.772,60.809,9,2,6,6,6,6,5,5.188,38.988,42.928,6,7,6,7,7,7,4,6,7,3,4,5,6,3,2,1,1,6,5,2,2,4,1,3,1,5.314,171.059,172.249,28,7,7,7,7,7,7,7,7,7,7,4.931,49.686,52.045,16,6,2,1,4,6,6,7,6,7,1,4.35,60.719,62.092,11,4,31.506,42.295,44.425,2,7,1,7,1,1,7,7,1,6.466,54.801,55.878,9,7,7,7,6,5,6.707,39.15,42.324,5,29.449,122.77,124.498,12,2,6,4,2,2,1,1,6,5,4,4,4,4,4,5.96,30.239,33.173,6,3,5,4,5,3,5,3,1,2,5,3,3,4,5,1,5,3,4,1,1,13.344,108.29,109.722,22,6,7,7,7,6,7,4,7,6.764,49.998,51.009,8,5,5,6,6,4,5,30.102,83.038,84.308,6,6,6,5,5,5,7,11.685,68.558,70.645,6,7,7,7,6,7,5,2,2,4,1,6,3.518,85.679,87.194,13,0,22,0,150,5,9.5,4,4,2,2.8,50,7,6,1,1,5,5,3,3,3,2,Spring 2025 OBHR 33000-005 LEC
R_1mCx8r1VrdyY8m9,6,6,6,5,5,3,4,5,4,5,3,5,5,86.101,367.49,369.112,18,5,5,6,5,4,3,5,3,6,4,3,4,40.498,113.034,114.374,8,6,5,2,4,6,7,6,1,5.726,27.89,28.959,10,3,6,5,6,5,6,15.285,29.465,30.994,6,7,5,6,7,7,5,3,4,2,4,6,5,2,3,5,5,4,3,4,3,6,2,3,4,7.795,297.647,299.584,25,6,4,5,4,5,5,6,5,6,5,16.452,56.183,60.355,10,5,5,3,3,4,4,6,5,5,5,6.824,35.628,36.473,11,1,18.869,18.869,21.009,1,7,1,7,2,1,7,7,1,6.643,34.178,37.562,9,5,6,4,4,3,12.634,33.979,35.649,5,184.751,250.251,251.014,14,2,6,6,4,3,2,2,6,5,3,2,4,4,4,2.766,23.962,29.883,9,5,4,5,4,5,5,4,4,4,4,1,2,2,1,1,4,3,2,1,1,11.746,53.028,54.44,21,6,5,6,6,6,6,5,6,23.35,48.394,49.625,9,4,5,5,5,6,4,10.791,27.62,29.094,8,6,2,5,2,6,5,34.422,50.401,53.05,6,6,7,6,6,4,3,3,4,2,7,6,14.974,59.519,60.528,11,1,19,0,175,6,3,1,4,1,3.81,87,5,3,3,4,3,3,1,2,2,2,Spring 2025 OBHR 33000-008 LEC
R_3wiX09ODaHMcA09,5,7,5,5,5,5,5,5,4,3,2,4,3,45.385,357.093,445.686,16,5,6,5,6,5,4,5,4,6,2,3,2,9.222,30.837,32.078,9,6,6,1,1,6,6,6,1,3.919,21.669,23.327,8,3,5,5,6,5,6,3.166,32.949,34.801,6,5,4,3,5,6,3,5,5,3,5,6,5,2,5,4,5,3,5,5,5,5,4,3,2,27.729,353.443,354.783,25,6,4,6,3,6,6,7,6,7,7,4.608,32.592,34.332,11,6,4,4,2,3,3,3,4,6,3,3.379,26.713,28.149,10,4,10.932,10.932,15.385,1,5,2,6,3,2,5,6,2,186.411,260.377,261.187,8,4,3,4,4,4,130.985,205.97,206.824,6,5.593,48.71,51.014,9,2,5,5,3,2,1,2,4,5,4,4,5,4,4,2.305,14.038,15.476,6,4,4,4,5,4,4,3,4,3,4,1,2,1,1,4,2,2,2,2,2,4.401,43.918,46.259,26,7,6,7,7,7,6,6,6,4.608,156.641,158.597,8,5,6,7,6,6,7,7.598,26.598,28.34,6,6,2,5,5,4,3,4.108,19.04,20.597,6,6,6,5,5,7,2,4,2,5,5,6,6.905,36.054,37.446,11,1,20,0,250,6,1,1,4,1,3,90,5,4,6,3,4,3,1,1,3,1,Spring 2025 OBHR 33000-006 LEC
R_7eV7F54hK3UOx92,5,4,5,7,6,6,6,7,7,5,1,5,5,22.891,200.953,205.132,17,5,5,5,2,5,2,6,3,6,2,3,3,8.516,28.084,35.141,8,5,5,3,6,6,7,5,3,7.353,43.75,47.567,12,2,4,5,6,5,5,41.461,60.563,62.741,8,6,6,6,6,5,5,5,3,5,6,6,3,2,3,5,5,6,5,6,5,7,3,3,1,11.781,293.316,297.222,27,6,5,5,6,7,5,5,7,7,7,11.928,41.673,42.948,10,5,7,5,3,5,2,7,6,3,6,10.538,52.766,55.947,13,4,23.493,23.493,27.098,1,6,2,7,2,1,6,7,2,7.677,40.742,43.603,8,6,2,3,3,2,15.377,32.242,37.081,5,7.826,63.641,76.39,9,2,6,5,6,1,1,2,3,5,4,5,2,2,3,5.607,24.67,27.557,5,2,4,5,2,1,4,4,3,3,4,4,3,3,1,4,5,1,1,2,1,13.941,67.439,69.444,26,6,5,6,6,6,6,6,6,7.033,34.636,38.911,8,3,5,5,4,3,5,10.051,44.081,44.904,8,4,5,3,5,6,2,9.972,30.946,33.953,6,7,6,7,6,7,6,3,4,5,6,6,87.664,152.165,153.821,17,0,18,0,110,5,3,1,4,1,3.79,50,6,5,5,2,3,4,1,1,1,1,Spring 2025 OBHR 33000-006 LEC
R_6LGTbGHyC7hmHNt,7,7,7,7,6,1,7,7,6,2,2,2,3,15.095,63.044,66.543,16,7,7,7,7,5,2,6,7,7,2,1,3,1.69,24.593,26.227,10,5,5,6,5,5,6,5,1,4.122,160.604,161.545,12,1,7,7,7,7,7,5.356,10.689,14.115,7,7,7,7,6,6,6,7,7,2,7,7,7,1,7,7,6,2,6,6,5,7,2,1,7,27.179,289.816,291.673,30,7,7,7,7,7,3,6,3,2,4,2.258,22.507,23.876,12,5,2,7,1,7,7,7,7,7,2,5.098,22.927,24.829,10,1,6.507,6.507,7.738,1,5,1,7,3,1,7,7,1,178.571,374.695,376.501,13,2,2,6,6,2,475.117,491.148,493.43,6,6.28,53.05,55.419,10,3,5,6,6,2,5,1,6,5,7,7,7,7,7,24.988,27.29,28.215,5,5,5,5,4,3,5,5,2,2,5,4,5,4,4,5,5,3,3,4,3,7.422,41.743,45.116,21,7,7,7,7,7,7,7,7,3.634,23.636,24.498,8,7,7,7,7,2,7,9.543,24.547,26.174,6,6,1,7,5,7,6,20.848,35.179,36.92,6,7,7,7,7,2,5,5,4,5,7,6,7.642,60.06,62.035,15,0,18,0,124,5,3,4,4,3,3.8,90,7,7,3,2,3,3,1,1,1,1,Spring 2025 OBHR 33000-005 LEC
R_5rvvdb9aQ9LKmgn,2,6,4,6,5,3,3,6,5,5,5,2,6,9.788,75.596,76.347,14,6,4,5,5,4,1,7,5,6,2,3,2,4.605,26.083,26.702,8,3,5,3,7,2,6,6,1,3.731,36.771,37.436,9,3,3,5,6,5,6,2.253,19.119,19.813,7,7,5,3,6,7,5,5,3,2,7,7,6,2,3,5,3,3,6,3,6,5,1,3,5,4.358,152.814,154.197,29,5,5,6,5,6,6,6,6,6,6,4.764,36.728,37.205,12,7,2,2,1,5,3,3,6,5,6,9.941,49.079,50.828,11,4,51.267,51.267,53.042,1,6,3,5,3,3,5,5,3,5.661,33.227,35.889,9,3,3,3,5,5,10.628,29.729,30.593,5,6.701,69.9,70.512,10,1,7,6,2,2,5,5,3,5,5,3,5,2,6,9.745,45.399,61.39,6,4,3,3,5,4,5,5,3,4,4,1,1,1,1,2,1,1,1,1,1,11.765,59.525,61.632,20,6,6,7,6,6,6,7,6,11.317,46.309,46.964,8,7,5,6,6,5,6,35.818,53.943,55.008,7,4,5,2,3,5,6,6.981,30.831,32.275,6,5,7,6,2,1,1,2,1,5,5,6,2.457,63.597,64.539,13,1,19,0,145,5,10,1,4,2,3.73,90,6,6,1,1,3,3,1,1,1,1,Spring 2025 OBHR 33000-008 LEC
R_1hR6z0ErNtoOZk5,6,6,6,6,5,4,4,6,4,2,6,4,6,11.983,126.383,127.2,17,7,7,7,6,7,2,7,7,7,2,2,2,3.943,20.727,24.151,13,7,6,5,7,4,6,5,6,9.201,37.265,38.638,9,3,6,6,6,6,6,6.487,25.664,26.881,11,7,7,7,7,7,6,7,7,2,6,7,7,2,6,6,6,3,7,7,7,7,5,1,7,8.743,186.338,188.731,31,7,7,7,7,7,5,6,6,6,5,20.909,69.68,71.655,12,7,5,6,2,2,6,6,4,7,4,5.254,67.907,68.901,15,2,21.719,21.719,23.439,1,6,6,6,3,6,5,6,3,23.769,116.076,117.132,22,6,4,5,5,4,87.671,113.067,114.165,6,263.89,339.083,340.751,11,5,6,6,5,4,6,5,4,5,6,6,5,6,5,14.637,52.98,53.449,8,4,3,5,4,3,4,4,4,3,5,1,2,2,2,5,4,1,4,1,1,16.109,151.123,157.021,28,6,6,6,6,6,6,7,6,138.585,159.778,163.344,9,7,5,4,4,4,6,11.141,56.472,63.429,6,6,2,6,2,7,5,9.444,35.979,36.62,8,4,6,6,2,4,7,5,6,7,6,6,175.253,245.011,245.915,13,1,21,0,155,5,10,4,3,2,3.87,50,5,5,1,5,4,5,3,2,2,1,Spring 2025 OBHR 33000-006 LEC
R_5rGLuinx0QUUiQV,6,3,6,4,5,3,4,7,7,3,2,5,3,1.88,92.435,92.456,25,4,5,5,5,6,2,6,5,6,4,3,3,3.914,34.036,34.725,11,6,5,5,5,3,4,6,2,10.424,41.547,42.347,11,3,4,3,4,3,5,1.303,64.882,65.54,11,5,2,7,5,5,7,6,7,5,2,3,4,1,3,6,7,3,5,3,6,7,2,1,6,3.822,109.52,110.049,37,2,2,6,5,2,7,7,5,7,5,4.555,53.305,53.801,17,6,1,1,2,3,1,6,3,7,2,3.137,48.006,48.596,13,2,9.284,16.762,19.248,2,6,2,6,1,1,6,5,2,1.008,44.782,45.687,17,4,2,5,2,4,5.055,26.364,28.181,7,1.552,216.346,217.017,26,1,5,3,2,1,2,2,3,5,4,5,5,4,5,34.24,48.444,48.495,9,5,5,4,5,3,5,5,5,4,3,2,2,1,1,3,3,3,1,1,1,11.824,60.84,61.546,26,6,5,5,5,5,6,5,6,0.886,85.624,86.161,15,5,4,4,5,5,5,1.515,50.064,50.6,14,3,3,5,5,5,5,3.091,43.327,43.349,14,7,7,5,2,2,6,6,5,7,7,6,4.112,57.53,58.134,18,1,20,0,195,6,0,1,4,1,2.9,73,5,5,4,0,5,5,3,5,3,1,Spring 2025 OBHR 33000-006 LEC
R_63j4x6tGmOCpmRB,5,6,7,7,6,1,4,5,5,1,1,1,1,29.972,131.233,131.683,19,7,7,7,7,5,3,5,4,5,4,3,4,1.432,41.016,42.355,14,4,5,1,5,7,7,6,5,87.191,163.262,164.178,12,1,7,4,7,7,4,1.575,47.969,48.858,8,6,3,6,7,7,4,6,5,2,5,6,7,1,3,5,4,6,5,6,4,5,4,2,6,5.354,121.089,123.798,29,6,6,7,6,6,5,6,6,6,5,31.248,68.659,74.696,15,4,2,1,1,7,5,7,6,4,1,18.562,76.495,77.982,15,5,26.124,32.696,33.517,3,5,5,5,1,1,7,6,2,6.618,60.723,61.378,11,5,4,4,4,4,91.565,104.229,107.598,5,15.615,163.826,168.207,13,2,5,3,4,1,5,2,1,5,4,4,6,4,5,3.946,33.574,34.104,8,2,5,5,4,4,3,5,5,3,3,1,1,2,2,4,2,2,2,2,3,26.612,86.631,87.235,22,6,6,6,6,5,6,5,5,20.986,83.727,84.648,9,6,5,6,6,7,7,20.553,37.316,56.896,7,4,5,6,6,7,5,9.14,29.776,31.001,8,5,6,5,5,6,5,3,4,6,4,6,13.294,83.979,98.202,14,1,19,0,160,6,2,1,4,1,3,75,6,4,4,3,5,5,1,2,2,1,Spring 2025 OBHR 33000-006 LEC
R_3K8CjH0uUo4h3dg,7,6,5,5,5,5,4,5,5,5,3,3,3,9.959,98.356,99.284,16,5,6,6,6,4,3,5,4,6,3,2,3,3.397,41.416,42.378,8,4,7,4,3,5,6,5,3,5.031,94.951,95.39,9,2,7,3,6,5,7,4.461,59.198,59.959,6,4,3,5,5,5,3,4,5,3,5,4,4,3,5,6,5,4,5,5,6,5,5,5,3,6.845,194.801,196.015,26,6,7,6,6,5,5,6,6,6,5,2.13,511.528,515.269,13,5,2,2,3,5,6,7,5,4,3,3.712,46.239,48.421,12,4,30.798,30.798,33.262,1,6,3,7,3,2,6,6,2,12.464,56.33,57.357,9,3,3,5,3,2,10,29.673,31.228,5,43.745,93.081,93.889,10,3,5,4,4,3,3,3,3,5,4,5,5,5,5,5.469,15.19,17,5,4,2,4,3,4,4,4,4,3,4,1,1,2,2,2,2,1,1,3,1,5.558,48.997,50.47,22,6,6,6,6,6,6,5,7,18.007,105.278,106.101,12,4,4,4,4,4,4,17.947,34.683,38.048,7,3,4,3,5,5,6,63.896,81.432,82.441,6,4,5,3,3,3,5,5,2,4,4,6,4.5,327.48,328.257,17,1,22,0,200,5,11,1,4,2,3.6,99,6,6,2,5,3,3,3,3,3,1,Spring 2025 OBHR 33000-008 LEC
R_5aSGgBbbMHtOhAR,7,5,6,6,7,6,2,6,6,6,5,5,2,6.913,1307.863,1308.203,20,7,7,7,1,6,2,7,7,7,4,4,1,4.229,37.685,38.05,15,6,7,6,2,3,2,7,7,4.81,50.781,51.818,19,6,4,4,4,4,5,1177.275,1180.36,1181.137,7,7,5,7,7,7,1,7,7,6,7,2,4,1,7,7,7,1,1,7,7,7,7,1,7,7.885,272.919,276.42,35,7,7,7,7,7,7,7,7,7,7,5.722,34.027,35.817,10,6,5,1,3,7,3,3,5,7,3,6.266,36.04,36.493,30,2,13.433,14.126,14.843,2,7,1,7,1,1,7,7,1,5.318,26.132,28.827,8,7,2,6,1,6,8.756,38.636,39.474,7,10.69,71.263,71.997,15,3,6,1,1,1,7,1,4,5,4,6,7,4,2,0.999,42.865,43.784,14,5,4,5,5,2,1,5,4,3,1,1,1,1,1,5,1,1,3,1,1,2.178,87.536,88.257,32,7,7,7,7,7,7,7,7,4.393,20.225,21.267,8,7,7,7,7,2,7,4.42,14.806,16.745,10,7,2,7,7,7,7,2.259,13.477,14.314,8,7,7,7,2,1,1,5,7,7,5,6,2.951,97.969,100.068,21,1,19,0,135,6,0,"1,4",4,2,3,70,6,2,4,5,5,2,1,1,1,1,Spring 2025 OBHR 33000-008 LEC
R_6HM2GN5OoVZ3XbT,6,6,5,6,5,2,5,5,4,2,3,2,3,170.593,240.838,241.999,13,5,6,7,6,5,6,4,5,6,2,3,2,2.956,28.314,31.175,9,5,6,2,3,6,6,5,2,4.015,23.491,24.491,8,6,7,5,7,6,7,4.058,19.407,20.864,6,6,6,7,5,5,3,5,3,2,5,6,6,5,3,6,2,3,5,6,5,6,3,5,3,4.152,164.094,165.13,26,7,7,7,6,6,7,7,7,7,7,4.665,43.357,47.796,11,7,2,1,3,5,3,3,5,6,3,6.148,57.067,58.092,10,4,17.509,17.509,18.526,1,6,2,7,1,1,5,6,2,6.558,50.953,51.817,11,3,3,6,5,3,4.828,25.648,29.373,5,6.149,137.494,143.451,10,1,5,5,3,4,3,3,6,5,6,6,6,6,6,4.453,15.361,16.531,6,5,4,5,5,5,4,5,4,5,4,3,1,4,3,3,4,2,1,4,3,5.239,46.876,51.588,23,5,6,6,5,6,6,5,7,4.12,30.233,31.377,9,5,5,3,5,1,6,6.876,42.917,44.309,7,5,2,3,5,6,5,6.182,23.799,24.574,6,5,6,6,6,4,6,2,2,6,1,6,2.419,53.873,55.012,14,0,21,1,113,5,0,1,4,1,3.16,75,4,3,5,6,4,4,1,3,3,2,Spring 2025 OBHR 33000-006 LEC
